"number of E (V), "	I (A) couples: 20000
-0.2632	8.98E-11
-0.2631	8.98E-11
-0.263	8.97E-11
-0.2629	8.97E-11
-0.2628	8.97E-11
-0.2627	8.97E-11
-0.2626	8.96E-11
-0.2625	8.96E-11
-0.2624	8.96E-11
-0.2623	8.96E-11
-0.2622	8.95E-11
-0.2621	8.95E-11
-0.262	8.95E-11
-0.2619	8.94E-11
-0.2618	8.94E-11
-0.2617	8.94E-11
-0.2616	8.94E-11
-0.2615	8.93E-11
-0.2614	8.93E-11
-0.2613	8.93E-11
-0.2612	8.93E-11
-0.2611	8.92E-11
-0.261	8.92E-11
-0.2609	8.92E-11
-0.2608	8.91E-11
-0.2607	8.91E-11
-0.2606	8.91E-11
-0.2605	8.91E-11
-0.2604	8.90E-11
-0.2603	8.90E-11
-0.2602	8.90E-11
-0.2601	8.89E-11
-0.26	8.89E-11
-0.2599	8.89E-11
-0.2598	8.88E-11
-0.2597	8.88E-11
-0.2596	8.88E-11
-0.2595	8.88E-11
-0.2594	8.87E-11
-0.2593	8.87E-11
-0.2592	8.87E-11
-0.2591	8.86E-11
-0.259	8.86E-11
-0.2589	8.86E-11
-0.2588	8.85E-11
-0.2587	8.85E-11
-0.2586	8.85E-11
-0.2585	8.85E-11
-0.2584	8.84E-11
-0.2583	8.84E-11
-0.2582	8.84E-11
-0.2581	8.83E-11
-0.258	8.83E-11
-0.2579	8.83E-11
-0.2578	8.82E-11
-0.2577	8.82E-11
-0.2576	8.82E-11
-0.2575	8.81E-11
-0.2574	8.81E-11
-0.2573	8.81E-11
-0.2572	8.80E-11
-0.2571	8.80E-11
-0.257	8.80E-11
-0.2569	8.79E-11
-0.2568	8.79E-11
-0.2567	8.79E-11
-0.2566	8.78E-11
-0.2565	8.78E-11
-0.2564	8.78E-11
-0.2563	8.77E-11
-0.2562	8.77E-11
-0.2561	8.77E-11
-0.256	8.76E-11
-0.2559	8.76E-11
-0.2558	8.76E-11
-0.2557	8.75E-11
-0.2556	8.75E-11
-0.2555	8.75E-11
-0.2554	8.74E-11
-0.2553	8.74E-11
-0.2552	8.73E-11
-0.2551	8.73E-11
-0.255	8.73E-11
-0.2549	8.72E-11
-0.2548	8.72E-11
-0.2547	8.72E-11
-0.2546	8.71E-11
-0.2545	8.71E-11
-0.2544	8.71E-11
-0.2543	8.70E-11
-0.2542	8.70E-11
-0.2541	8.69E-11
-0.254	8.69E-11
-0.2539	8.69E-11
-0.2538	8.68E-11
-0.2537	8.68E-11
-0.2536	8.68E-11
-0.2535	8.67E-11
-0.2534	8.67E-11
-0.2533	8.67E-11
-0.2532	8.66E-11
-0.2531	8.66E-11
-0.253	8.65E-11
-0.2529	8.65E-11
-0.2528	8.65E-11
-0.2527	8.64E-11
-0.2526	8.64E-11
-0.2525	8.63E-11
-0.2524	8.63E-11
-0.2523	8.63E-11
-0.2522	8.62E-11
-0.2521	8.62E-11
-0.252	8.61E-11
-0.2519	8.61E-11
-0.2518	8.61E-11
-0.2517	8.60E-11
-0.2516	8.60E-11
-0.2515	8.59E-11
-0.2514	8.59E-11
-0.2513	8.59E-11
-0.2512	8.58E-11
-0.2511	8.58E-11
-0.251	8.57E-11
-0.2509	8.57E-11
-0.2508	8.56E-11
-0.2507	8.56E-11
-0.2506	8.56E-11
-0.2505	8.55E-11
-0.2504	8.55E-11
-0.2503	8.54E-11
-0.2502	8.54E-11
-0.2501	8.53E-11
-0.25	8.53E-11
-0.2499	8.53E-11
-0.2498	8.52E-11
-0.2497	8.52E-11
-0.2496	8.51E-11
-0.2495	8.51E-11
-0.2494	8.50E-11
-0.2493	8.50E-11
-0.2492	8.49E-11
-0.2491	8.49E-11
-0.249	8.49E-11
-0.2489	8.48E-11
-0.2488	8.48E-11
-0.2487	8.47E-11
-0.2486	8.47E-11
-0.2485	8.46E-11
-0.2484	8.46E-11
-0.2483	8.45E-11
-0.2482	8.45E-11
-0.2481	8.44E-11
-0.248	8.44E-11
-0.2479	8.43E-11
-0.2478	8.43E-11
-0.2477	8.43E-11
-0.2476	8.42E-11
-0.2475	8.42E-11
-0.2474	8.41E-11
-0.2473	8.41E-11
-0.2472	8.40E-11
-0.2471	8.40E-11
-0.247	8.39E-11
-0.2469	8.39E-11
-0.2468	8.38E-11
-0.2467	8.38E-11
-0.2466	8.37E-11
-0.2465	8.37E-11
-0.2464	8.36E-11
-0.2463	8.36E-11
-0.2462	8.35E-11
-0.2461	8.35E-11
-0.246	8.34E-11
-0.2459	8.34E-11
-0.2458	8.33E-11
-0.2457	8.33E-11
-0.2456	8.32E-11
-0.2455	8.32E-11
-0.2454	8.31E-11
-0.2453	8.31E-11
-0.2452	8.30E-11
-0.2451	8.30E-11
-0.245	8.29E-11
-0.2449	8.28E-11
-0.2448	8.28E-11
-0.2447	8.27E-11
-0.2446	8.27E-11
-0.2445	8.26E-11
-0.2444	8.26E-11
-0.2443	8.25E-11
-0.2442	8.25E-11
-0.2441	8.24E-11
-0.244	8.24E-11
-0.2439	8.23E-11
-0.2438	8.22E-11
-0.2437	8.22E-11
-0.2436	8.21E-11
-0.2435	8.21E-11
-0.2434	8.20E-11
-0.2433	8.20E-11
-0.2432	8.19E-11
-0.2431	8.19E-11
-0.243	8.18E-11
-0.2429	8.17E-11
-0.2428	8.17E-11
-0.2427	8.16E-11
-0.2426	8.16E-11
-0.2425	8.15E-11
-0.2424	8.15E-11
-0.2423	8.14E-11
-0.2422	8.13E-11
-0.2421	8.13E-11
-0.242	8.12E-11
-0.2419	8.12E-11
-0.2418	8.11E-11
-0.2417	8.10E-11
-0.2416	8.10E-11
-0.2415	8.09E-11
-0.2414	8.09E-11
-0.2413	8.08E-11
-0.2412	8.07E-11
-0.2411	8.07E-11
-0.241	8.06E-11
-0.2409	8.05E-11
-0.2408	8.05E-11
-0.2407	8.04E-11
-0.2406	8.04E-11
-0.2405	8.03E-11
-0.2404	8.02E-11
-0.2403	8.02E-11
-0.2402	8.01E-11
-0.2401	8.00E-11
-0.24	8.00E-11
-0.2399	7.99E-11
-0.2398	7.99E-11
-0.2397	7.98E-11
-0.2396	7.97E-11
-0.2395	7.97E-11
-0.2394	7.96E-11
-0.2393	7.95E-11
-0.2392	7.95E-11
-0.2391	7.94E-11
-0.239	7.93E-11
-0.2389	7.93E-11
-0.2388	7.92E-11
-0.2387	7.91E-11
-0.2386	7.91E-11
-0.2385	7.90E-11
-0.2384	7.89E-11
-0.2383	7.89E-11
-0.2382	7.88E-11
-0.2381	7.87E-11
-0.238	7.86E-11
-0.2379	7.86E-11
-0.2378	7.85E-11
-0.2377	7.84E-11
-0.2376	7.84E-11
-0.2375	7.83E-11
-0.2374	7.82E-11
-0.2373	7.82E-11
-0.2372	7.81E-11
-0.2371	7.80E-11
-0.237	7.79E-11
-0.2369	7.79E-11
-0.2368	7.78E-11
-0.2367	7.77E-11
-0.2366	7.76E-11
-0.2365	7.76E-11
-0.2364	7.75E-11
-0.2363	7.74E-11
-0.2362	7.73E-11
-0.2361	7.73E-11
-0.236	7.72E-11
-0.2359	7.71E-11
-0.2358	7.71E-11
-0.2357	7.70E-11
-0.2356	7.69E-11
-0.2355	7.68E-11
-0.2354	7.67E-11
-0.2353	7.67E-11
-0.2352	7.66E-11
-0.2351	7.65E-11
-0.235	7.64E-11
-0.2349	7.64E-11
-0.2348	7.63E-11
-0.2347	7.62E-11
-0.2346	7.61E-11
-0.2345	7.60E-11
-0.2344	7.60E-11
-0.2343	7.59E-11
-0.2342	7.58E-11
-0.2341	7.57E-11
-0.234	7.56E-11
-0.2339	7.56E-11
-0.2338	7.55E-11
-0.2337	7.54E-11
-0.2336	7.53E-11
-0.2335	7.52E-11
-0.2334	7.52E-11
-0.2333	7.51E-11
-0.2332	7.50E-11
-0.2331	7.49E-11
-0.233	7.48E-11
-0.2329	7.47E-11
-0.2328	7.46E-11
-0.2327	7.46E-11
-0.2326	7.45E-11
-0.2325	7.44E-11
-0.2324	7.43E-11
-0.2323	7.42E-11
-0.2322	7.41E-11
-0.2321	7.40E-11
-0.232	7.40E-11
-0.2319	7.39E-11
-0.2318	7.38E-11
-0.2317	7.37E-11
-0.2316	7.36E-11
-0.2315	7.35E-11
-0.2314	7.34E-11
-0.2313	7.33E-11
-0.2312	7.32E-11
-0.2311	7.32E-11
-0.231	7.31E-11
-0.2309	7.30E-11
-0.2308	7.29E-11
-0.2307	7.28E-11
-0.2306	7.27E-11
-0.2305	7.26E-11
-0.2304	7.25E-11
-0.2303	7.24E-11
-0.2302	7.23E-11
-0.2301	7.22E-11
-0.23	7.21E-11
-0.2299	7.20E-11
-0.2298	7.19E-11
-0.2297	7.18E-11
-0.2296	7.18E-11
-0.2295	7.17E-11
-0.2294	7.16E-11
-0.2293	7.15E-11
-0.2292	7.14E-11
-0.2291	7.13E-11
-0.229	7.12E-11
-0.2289	7.11E-11
-0.2288	7.10E-11
-0.2287	7.09E-11
-0.2286	7.08E-11
-0.2285	7.07E-11
-0.2284	7.06E-11
-0.2283	7.05E-11
-0.2282	7.04E-11
-0.2281	7.03E-11
-0.228	7.02E-11
-0.2279	7.01E-11
-0.2278	7.00E-11
-0.2277	6.99E-11
-0.2276	6.97E-11
-0.2275	6.96E-11
-0.2274	6.95E-11
-0.2273	6.94E-11
-0.2272	6.93E-11
-0.2271	6.92E-11
-0.227	6.91E-11
-0.2269	6.90E-11
-0.2268	6.89E-11
-0.2267	6.88E-11
-0.2266	6.87E-11
-0.2265	6.86E-11
-0.2264	6.85E-11
-0.2263	6.84E-11
-0.2262	6.83E-11
-0.2261	6.81E-11
-0.226	6.80E-11
-0.2259	6.79E-11
-0.2258	6.78E-11
-0.2257	6.77E-11
-0.2256	6.76E-11
-0.2255	6.75E-11
-0.2254	6.74E-11
-0.2253	6.72E-11
-0.2252	6.71E-11
-0.2251	6.70E-11
-0.225	6.69E-11
-0.2249	6.68E-11
-0.2248	6.67E-11
-0.2247	6.66E-11
-0.2246	6.64E-11
-0.2245	6.63E-11
-0.2244	6.62E-11
-0.2243	6.61E-11
-0.2242	6.60E-11
-0.2241	6.58E-11
-0.224	6.57E-11
-0.2239	6.56E-11
-0.2238	6.55E-11
-0.2237	6.54E-11
-0.2236	6.52E-11
-0.2235	6.51E-11
-0.2234	6.50E-11
-0.2233	6.49E-11
-0.2232	6.48E-11
-0.2231	6.46E-11
-0.223	6.45E-11
-0.2229	6.44E-11
-0.2228	6.43E-11
-0.2227	6.41E-11
-0.2226	6.40E-11
-0.2225	6.39E-11
-0.2224	6.38E-11
-0.2223	6.36E-11
-0.2222	6.35E-11
-0.2221	6.34E-11
-0.222	6.32E-11
-0.2219	6.31E-11
-0.2218	6.30E-11
-0.2217	6.29E-11
-0.2216	6.27E-11
-0.2215	6.26E-11
-0.2214	6.25E-11
-0.2213	6.23E-11
-0.2212	6.22E-11
-0.2211	6.21E-11
-0.221	6.19E-11
-0.2209	6.18E-11
-0.2208	6.17E-11
-0.2207	6.15E-11
-0.2206	6.14E-11
-0.2205	6.12E-11
-0.2204	6.11E-11
-0.2203	6.10E-11
-0.2202	6.08E-11
-0.2201	6.07E-11
-0.22	6.06E-11
-0.2199	6.04E-11
-0.2198	6.03E-11
-0.2197	6.01E-11
-0.2196	6.00E-11
-0.2195	5.98E-11
-0.2194	5.97E-11
-0.2193	5.96E-11
-0.2192	5.94E-11
-0.2191	5.93E-11
-0.219	5.91E-11
-0.2189	5.90E-11
-0.2188	5.88E-11
-0.2187	5.87E-11
-0.2186	5.85E-11
-0.2185	5.84E-11
-0.2184	5.82E-11
-0.2183	5.81E-11
-0.2182	5.79E-11
-0.2181	5.78E-11
-0.218	5.76E-11
-0.2179	5.75E-11
-0.2178	5.73E-11
-0.2177	5.72E-11
-0.2176	5.70E-11
-0.2175	5.69E-11
-0.2174	5.67E-11
-0.2173	5.66E-11
-0.2172	5.64E-11
-0.2171	5.63E-11
-0.217	5.61E-11
-0.2169	5.59E-11
-0.2168	5.58E-11
-0.2167	5.56E-11
-0.2166	5.55E-11
-0.2165	5.53E-11
-0.2164	5.51E-11
-0.2163	5.50E-11
-0.2162	5.48E-11
-0.2161	5.47E-11
-0.216	5.45E-11
-0.2159	5.43E-11
-0.2158	5.42E-11
-0.2157	5.40E-11
-0.2156	5.38E-11
-0.2155	5.37E-11
-0.2154	5.35E-11
-0.2153	5.33E-11
-0.2152	5.32E-11
-0.2151	5.30E-11
-0.215	5.28E-11
-0.2149	5.27E-11
-0.2148	5.25E-11
-0.2147	5.23E-11
-0.2146	5.22E-11
-0.2145	5.20E-11
-0.2144	5.18E-11
-0.2143	5.16E-11
-0.2142	5.15E-11
-0.2141	5.13E-11
-0.214	5.11E-11
-0.2139	5.09E-11
-0.2138	5.08E-11
-0.2137	5.06E-11
-0.2136	5.04E-11
-0.2135	5.02E-11
-0.2134	5.00E-11
-0.2133	4.99E-11
-0.2132	4.97E-11
-0.2131	4.95E-11
-0.213	4.93E-11
-0.2129	4.91E-11
-0.2128	4.89E-11
-0.2127	4.87E-11
-0.2126	4.86E-11
-0.2125	4.84E-11
-0.2124	4.82E-11
-0.2123	4.80E-11
-0.2122	4.78E-11
-0.2121	4.76E-11
-0.212	4.74E-11
-0.2119	4.72E-11
-0.2118	4.71E-11
-0.2117	4.69E-11
-0.2116	4.67E-11
-0.2115	4.65E-11
-0.2114	4.63E-11
-0.2113	4.61E-11
-0.2112	4.59E-11
-0.2111	4.57E-11
-0.211	4.55E-11
-0.2109	4.53E-11
-0.2108	4.51E-11
-0.2107	4.49E-11
-0.2106	4.47E-11
-0.2105	4.45E-11
-0.2104	4.43E-11
-0.2103	4.41E-11
-0.2102	4.39E-11
-0.2101	4.37E-11
-0.21	4.35E-11
-0.2099	4.33E-11
-0.2098	4.31E-11
-0.2097	4.28E-11
-0.2096	4.26E-11
-0.2095	4.24E-11
-0.2094	4.22E-11
-0.2093	4.20E-11
-0.2092	4.18E-11
-0.2091	4.16E-11
-0.209	4.14E-11
-0.2089	4.11E-11
-0.2088	4.09E-11
-0.2087	4.07E-11
-0.2086	4.05E-11
-0.2085	4.03E-11
-0.2084	4.01E-11
-0.2083	3.98E-11
-0.2082	3.96E-11
-0.2081	3.94E-11
-0.208	3.92E-11
-0.2079	3.90E-11
-0.2078	3.87E-11
-0.2077	3.85E-11
-0.2076	3.83E-11
-0.2075	3.81E-11
-0.2074	3.78E-11
-0.2073	3.76E-11
-0.2072	3.74E-11
-0.2071	3.71E-11
-0.207	3.69E-11
-0.2069	3.67E-11
-0.2068	3.64E-11
-0.2067	3.62E-11
-0.2066	3.60E-11
-0.2065	3.57E-11
-0.2064	3.55E-11
-0.2063	3.53E-11
-0.2062	3.50E-11
-0.2061	3.48E-11
-0.206	3.45E-11
-0.2059	3.43E-11
-0.2058	3.41E-11
-0.2057	3.38E-11
-0.2056	3.36E-11
-0.2055	3.33E-11
-0.2054	3.31E-11
-0.2053	3.28E-11
-0.2052	3.26E-11
-0.2051	3.23E-11
-0.205	3.21E-11
-0.2049	3.18E-11
-0.2048	3.16E-11
-0.2047	3.13E-11
-0.2046	3.11E-11
-0.2045	3.08E-11
-0.2044	3.06E-11
-0.2043	3.03E-11
-0.2042	3.00E-11
-0.2041	2.98E-11
-0.204	2.95E-11
-0.2039	2.93E-11
-0.2038	2.90E-11
-0.2037	2.87E-11
-0.2036	2.85E-11
-0.2035	2.82E-11
-0.2034	2.80E-11
-0.2033	2.77E-11
-0.2032	2.74E-11
-0.2031	2.71E-11
-0.203	2.69E-11
-0.2029	2.66E-11
-0.2028	2.63E-11
-0.2027	2.61E-11
-0.2026	2.58E-11
-0.2025	2.55E-11
-0.2024	2.52E-11
-0.2023	2.50E-11
-0.2022	2.47E-11
-0.2021	2.44E-11
-0.202	2.41E-11
-0.2019	2.38E-11
-0.2018	2.36E-11
-0.2017	2.33E-11
-0.2016	2.30E-11
-0.2015	2.27E-11
-0.2014	2.24E-11
-0.2013	2.21E-11
-0.2012	2.18E-11
-0.2011	2.15E-11
-0.201	2.12E-11
-0.2009	2.10E-11
-0.2008	2.07E-11
-0.2007	2.04E-11
-0.2006	2.01E-11
-0.2005	1.98E-11
-0.2004	1.95E-11
-0.2003	1.92E-11
-0.2002	1.89E-11
-0.2001	1.86E-11
-0.2	1.83E-11
-0.1999	1.80E-11
-0.1998	1.77E-11
-0.1997	1.73E-11
-0.1996	1.70E-11
-0.1995	1.67E-11
-0.1994	1.64E-11
-0.1993	1.61E-11
-0.1992	1.58E-11
-0.1991	1.55E-11
-0.199	1.52E-11
-0.1989	1.48E-11
-0.1988	1.45E-11
-0.1987	1.42E-11
-0.1986	1.39E-11
-0.1985	1.36E-11
-0.1984	1.32E-11
-0.1983	1.29E-11
-0.1982	1.26E-11
-0.1981	1.23E-11
-0.198	1.19E-11
-0.1979	1.16E-11
-0.1978	1.13E-11
-0.1977	1.09E-11
-0.1976	1.06E-11
-0.1975	1.03E-11
-0.1974	9.94E-12
-0.1973	9.61E-12
-0.1972	9.27E-12
-0.1971	8.93E-12
-0.197	8.59E-12
-0.1969	8.24E-12
-0.1968	7.90E-12
-0.1967	7.56E-12
-0.1966	7.21E-12
-0.1965	6.86E-12
-0.1964	6.51E-12
-0.1963	6.16E-12
-0.1962	5.81E-12
-0.1961	5.46E-12
-0.196	5.10E-12
-0.1959	4.75E-12
-0.1958	4.39E-12
-0.1957	4.03E-12
-0.1956	3.67E-12
-0.1955	3.31E-12
-0.1954	2.95E-12
-0.1953	2.58E-12
-0.1952	2.22E-12
-0.1951	1.85E-12
-0.195	1.48E-12
-0.1949	1.11E-12
-0.1948	7.38E-13
-0.1947	3.65E-13
-0.1946	-9.80E-15
-0.1945	-3.85E-13
-0.1944	-7.62E-13
-0.1943	-1.14E-12
-0.1942	-1.52E-12
-0.1941	-1.90E-12
-0.194	-2.29E-12
-0.1939	-2.67E-12
-0.1938	-3.06E-12
-0.1937	-3.44E-12
-0.1936	-3.83E-12
-0.1935	-4.23E-12
-0.1934	-4.62E-12
-0.1933	-5.01E-12
-0.1932	-5.41E-12
-0.1931	-5.80E-12
-0.193	-6.20E-12
-0.1929	-6.60E-12
-0.1928	-7.00E-12
-0.1927	-7.41E-12
-0.1926	-7.81E-12
-0.1925	-8.22E-12
-0.1924	-8.62E-12
-0.1923	-9.03E-12
-0.1922	-9.44E-12
-0.1921	-9.86E-12
-0.192	-1.03E-11
-0.1919	-1.07E-11
-0.1918	-1.11E-11
-0.1917	-1.15E-11
-0.1916	-1.19E-11
-0.1915	-1.24E-11
-0.1914	-1.28E-11
-0.1913	-1.32E-11
-0.1912	-1.36E-11
-0.1911	-1.41E-11
-0.191	-1.45E-11
-0.1909	-1.49E-11
-0.1908	-1.54E-11
-0.1907	-1.58E-11
-0.1906	-1.62E-11
-0.1905	-1.67E-11
-0.1904	-1.71E-11
-0.1903	-1.76E-11
-0.1902	-1.80E-11
-0.1901	-1.85E-11
-0.19	-1.89E-11
-0.1899	-1.94E-11
-0.1898	-1.98E-11
-0.1897	-2.03E-11
-0.1896	-2.07E-11
-0.1895	-2.12E-11
-0.1894	-2.16E-11
-0.1893	-2.21E-11
-0.1892	-2.25E-11
-0.1891	-2.30E-11
-0.189	-2.35E-11
-0.1889	-2.39E-11
-0.1888	-2.44E-11
-0.1887	-2.49E-11
-0.1886	-2.54E-11
-0.1885	-2.58E-11
-0.1884	-2.63E-11
-0.1883	-2.68E-11
-0.1882	-2.73E-11
-0.1881	-2.77E-11
-0.188	-2.82E-11
-0.1879	-2.87E-11
-0.1878	-2.92E-11
-0.1877	-2.97E-11
-0.1876	-3.02E-11
-0.1875	-3.07E-11
-0.1874	-3.12E-11
-0.1873	-3.17E-11
-0.1872	-3.22E-11
-0.1871	-3.27E-11
-0.187	-3.32E-11
-0.1869	-3.37E-11
-0.1868	-3.42E-11
-0.1867	-3.47E-11
-0.1866	-3.52E-11
-0.1865	-3.57E-11
-0.1864	-3.62E-11
-0.1863	-3.67E-11
-0.1862	-3.73E-11
-0.1861	-3.78E-11
-0.186	-3.83E-11
-0.1859	-3.88E-11
-0.1858	-3.94E-11
-0.1857	-3.99E-11
-0.1856	-4.04E-11
-0.1855	-4.10E-11
-0.1854	-4.15E-11
-0.1853	-4.20E-11
-0.1852	-4.26E-11
-0.1851	-4.31E-11
-0.185	-4.36E-11
-0.1849	-4.42E-11
-0.1848	-4.47E-11
-0.1847	-4.53E-11
-0.1846	-4.58E-11
-0.1845	-4.64E-11
-0.1844	-4.70E-11
-0.1843	-4.75E-11
-0.1842	-4.81E-11
-0.1841	-4.86E-11
-0.184	-4.92E-11
-0.1839	-4.98E-11
-0.1838	-5.03E-11
-0.1837	-5.09E-11
-0.1836	-5.15E-11
-0.1835	-5.21E-11
-0.1834	-5.26E-11
-0.1833	-5.32E-11
-0.1832	-5.38E-11
-0.1831	-5.44E-11
-0.183	-5.50E-11
-0.1829	-5.56E-11
-0.1828	-5.62E-11
-0.1827	-5.67E-11
-0.1826	-5.73E-11
-0.1825	-5.79E-11
-0.1824	-5.85E-11
-0.1823	-5.91E-11
-0.1822	-5.98E-11
-0.1821	-6.04E-11
-0.182	-6.10E-11
-0.1819	-6.16E-11
-0.1818	-6.22E-11
-0.1817	-6.28E-11
-0.1816	-6.34E-11
-0.1815	-6.41E-11
-0.1814	-6.47E-11
-0.1813	-6.53E-11
-0.1812	-6.59E-11
-0.1811	-6.66E-11
-0.181	-6.72E-11
-0.1809	-6.78E-11
-0.1808	-6.85E-11
-0.1807	-6.91E-11
-0.1806	-6.98E-11
-0.1805	-7.04E-11
-0.1804	-7.11E-11
-0.1803	-7.17E-11
-0.1802	-7.24E-11
-0.1801	-7.30E-11
-0.18	-7.37E-11
-0.1799	-7.44E-11
-0.1798	-7.50E-11
-0.1797	-7.57E-11
-0.1796	-7.64E-11
-0.1795	-7.70E-11
-0.1794	-7.77E-11
-0.1793	-7.84E-11
-0.1792	-7.91E-11
-0.1791	-7.97E-11
-0.179	-8.04E-11
-0.1789	-8.11E-11
-0.1788	-8.18E-11
-0.1787	-8.25E-11
-0.1786	-8.32E-11
-0.1785	-8.39E-11
-0.1784	-8.46E-11
-0.1783	-8.53E-11
-0.1782	-8.60E-11
-0.1781	-8.67E-11
-0.178	-8.74E-11
-0.1779	-8.82E-11
-0.1778	-8.89E-11
-0.1777	-8.96E-11
-0.1776	-9.03E-11
-0.1775	-9.10E-11
-0.1774	-9.18E-11
-0.1773	-9.25E-11
-0.1772	-9.32E-11
-0.1771	-9.40E-11
-0.177	-9.47E-11
-0.1769	-9.55E-11
-0.1768	-9.62E-11
-0.1767	-9.70E-11
-0.1766	-9.77E-11
-0.1765	-9.85E-11
-0.1764	-9.92E-11
-0.1763	-1.00E-10
-0.1762	-1.01E-10
-0.1761	-1.02E-10
-0.176	-1.02E-10
-0.1759	-1.03E-10
-0.1758	-1.04E-10
-0.1757	-1.05E-10
-0.1756	-1.05E-10
-0.1755	-1.06E-10
-0.1754	-1.07E-10
-0.1753	-1.08E-10
-0.1752	-1.09E-10
-0.1751	-1.09E-10
-0.175	-1.10E-10
-0.1749	-1.11E-10
-0.1748	-1.12E-10
-0.1747	-1.13E-10
-0.1746	-1.13E-10
-0.1745	-1.14E-10
-0.1744	-1.15E-10
-0.1743	-1.16E-10
-0.1742	-1.17E-10
-0.1741	-1.18E-10
-0.174	-1.18E-10
-0.1739	-1.19E-10
-0.1738	-1.20E-10
-0.1737	-1.21E-10
-0.1736	-1.22E-10
-0.1735	-1.23E-10
-0.1734	-1.23E-10
-0.1733	-1.24E-10
-0.1732	-1.25E-10
-0.1731	-1.26E-10
-0.173	-1.27E-10
-0.1729	-1.28E-10
-0.1728	-1.29E-10
-0.1727	-1.29E-10
-0.1726	-1.30E-10
-0.1725	-1.31E-10
-0.1724	-1.32E-10
-0.1723	-1.33E-10
-0.1722	-1.34E-10
-0.1721	-1.35E-10
-0.172	-1.36E-10
-0.1719	-1.37E-10
-0.1718	-1.38E-10
-0.1717	-1.38E-10
-0.1716	-1.39E-10
-0.1715	-1.40E-10
-0.1714	-1.41E-10
-0.1713	-1.42E-10
-0.1712	-1.43E-10
-0.1711	-1.44E-10
-0.171	-1.45E-10
-0.1709	-1.46E-10
-0.1708	-1.47E-10
-0.1707	-1.48E-10
-0.1706	-1.49E-10
-0.1705	-1.50E-10
-0.1704	-1.51E-10
-0.1703	-1.52E-10
-0.1702	-1.52E-10
-0.1701	-1.53E-10
-0.17	-1.54E-10
-0.1699	-1.55E-10
-0.1698	-1.56E-10
-0.1697	-1.57E-10
-0.1696	-1.58E-10
-0.1695	-1.59E-10
-0.1694	-1.60E-10
-0.1693	-1.61E-10
-0.1692	-1.62E-10
-0.1691	-1.63E-10
-0.169	-1.64E-10
-0.1689	-1.65E-10
-0.1688	-1.66E-10
-0.1687	-1.67E-10
-0.1686	-1.68E-10
-0.1685	-1.69E-10
-0.1684	-1.71E-10
-0.1683	-1.72E-10
-0.1682	-1.73E-10
-0.1681	-1.74E-10
-0.168	-1.75E-10
-0.1679	-1.76E-10
-0.1678	-1.77E-10
-0.1677	-1.78E-10
-0.1676	-1.79E-10
-0.1675	-1.80E-10
-0.1674	-1.81E-10
-0.1673	-1.82E-10
-0.1672	-1.83E-10
-0.1671	-1.84E-10
-0.167	-1.85E-10
-0.1669	-1.87E-10
-0.1668	-1.88E-10
-0.1667	-1.89E-10
-0.1666	-1.90E-10
-0.1665	-1.91E-10
-0.1664	-1.92E-10
-0.1663	-1.93E-10
-0.1662	-1.94E-10
-0.1661	-1.95E-10
-0.166	-1.97E-10
-0.1659	-1.98E-10
-0.1658	-1.99E-10
-0.1657	-2.00E-10
-0.1656	-2.01E-10
-0.1655	-2.02E-10
-0.1654	-2.03E-10
-0.1653	-2.05E-10
-0.1652	-2.06E-10
-0.1651	-2.07E-10
-0.165	-2.08E-10
-0.1649	-2.09E-10
-0.1648	-2.11E-10
-0.1647	-2.12E-10
-0.1646	-2.13E-10
-0.1645	-2.14E-10
-0.1644	-2.15E-10
-0.1643	-2.17E-10
-0.1642	-2.18E-10
-0.1641	-2.19E-10
-0.164	-2.20E-10
-0.1639	-2.21E-10
-0.1638	-2.23E-10
-0.1637	-2.24E-10
-0.1636	-2.25E-10
-0.1635	-2.26E-10
-0.1634	-2.28E-10
-0.1633	-2.29E-10
-0.1632	-2.30E-10
-0.1631	-2.31E-10
-0.163	-2.33E-10
-0.1629	-2.34E-10
-0.1628	-2.35E-10
-0.1627	-2.37E-10
-0.1626	-2.38E-10
-0.1625	-2.39E-10
-0.1624	-2.40E-10
-0.1623	-2.42E-10
-0.1622	-2.43E-10
-0.1621	-2.44E-10
-0.162	-2.46E-10
-0.1619	-2.47E-10
-0.1618	-2.48E-10
-0.1617	-2.50E-10
-0.1616	-2.51E-10
-0.1615	-2.52E-10
-0.1614	-2.54E-10
-0.1613	-2.55E-10
-0.1612	-2.57E-10
-0.1611	-2.58E-10
-0.161	-2.59E-10
-0.1609	-2.61E-10
-0.1608	-2.62E-10
-0.1607	-2.63E-10
-0.1606	-2.65E-10
-0.1605	-2.66E-10
-0.1604	-2.68E-10
-0.1603	-2.69E-10
-0.1602	-2.70E-10
-0.1601	-2.72E-10
-0.16	-2.73E-10
-0.1599	-2.75E-10
-0.1598	-2.76E-10
-0.1597	-2.78E-10
-0.1596	-2.79E-10
-0.1595	-2.81E-10
-0.1594	-2.82E-10
-0.1593	-2.84E-10
-0.1592	-2.85E-10
-0.1591	-2.86E-10
-0.159	-2.88E-10
-0.1589	-2.89E-10
-0.1588	-2.91E-10
-0.1587	-2.92E-10
-0.1586	-2.94E-10
-0.1585	-2.95E-10
-0.1584	-2.97E-10
-0.1583	-2.99E-10
-0.1582	-3.00E-10
-0.1581	-3.02E-10
-0.158	-3.03E-10
-0.1579	-3.05E-10
-0.1578	-3.06E-10
